,E_POA_kWm2,Panel_POA_kWm2,E_Beam_kWm2,E_Diffuse_kWm2,E_Ground_kWm2,ET_HRad_kWm2,Wind_Speed_ms,Ambient_Temperature_C,Declination_Angle,Solar_Time,Hour_Angle,AOI,Zenith_Angle,Hour_of_Day,Day_of_Year,Week_of_Year,Month_of_Year
2460,0.5570567908433115,0.5566327526296149,0.2259096178630334,0.32186967285230345,0.009277500127974722,0.9329122473137884,9.39,11.75,8.670040530786256,12.09184013875847,1.3776020813770629,11.015487066997885,45.947674838970386,12,103,15,4
2461,0.2932773519005502,0.29317240458884614,0.01771052688295907,0.2699967079816921,0.005570117035899052,0.8758414690869114,9.63,12.03,8.670040530786256,13.09184013875847,16.377602081377063,19.255401285100593,47.759278001166905,13,103,15,4
2462,0.4341043757589356,0.43173110788349994,0.13002732124564303,0.29644527078228805,0.0076317837310045464,0.7704552322858325,9.86,12.31,8.670040530786256,14.09184013875847,31.377602081377063,32.258231237660176,52.28453573520832,14,103,15,4
2463,0.4817163375783982,0.47091854742468603,0.2438120984628787,0.22983842029080853,0.008065818824710967,0.623935434789553,9.72,11.76,8.670040530786256,15.09184013875847,46.37760208137706,46.12705709961784,58.80721218301666,15,103,15,4
2464,0.34117492611040223,0.32586366127666005,0.15109735166257832,0.18401916793150513,0.006058406516318775,0.4462671586620366,9.58,11.21,8.670040530786256,16.091840138758467,61.377602081377006,60.218902057351194,66.59818339577838,16,103,15,4
2465,0.1580609960262892,0.1508243660227573,0.02675369996468142,0.12823288081452064,0.0030744152470871394,0.24955820331065814,9.43,10.66,8.670040530786256,17.091840138758467,76.377602081377,74.34095607031486,75.06388210647258,17,103,15,4
2466,0.062185365799598616,0.062185365799598616,0.0,0.06035880144691743,0.001826564352681183,0.047213958965696794,9.09,9.8,8.670040530786256,18.091840138758467,91.377602081377,88.38464278093313,83.73561721562602,18,103,15,4
2467,0.0,0.0,0.0,0.0,0.0,0.0,8.75,8.94,8.670040530786256,19.091840138758467,106.377602081377,102.24001259375274,92.21050250115468,19,103,15,4
2468,0.0,0.0,0.0,0.0,0.0,0.0,8.41,8.07,8.670040530786256,20.091840138758467,121.377602081377,115.74135981408453,100.09353134054604,20,103,15,4
2469,0.0,0.0,0.0,0.0,0.0,0.0,8.22,8.02,8.670040530786256,21.091840138758467,136.377602081377,128.57710230909615,106.95512131426558,21,103,15,4
2470,0.0,0.0,0.0,0.0,0.0,0.0,8.03,7.97,8.670040530786256,22.091840138758467,151.377602081377,140.07481278291712,112.31768469842228,22,103,15,4
2471,0.0,0.0,0.0,0.0,0.0,0.0,7.83,7.92,8.670040530786256,23.091840138758467,166.377602081377,148.7034727326398,115.69674289881709,23,103,15,4
2472,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.65,9.043806876412583,0.09637868665921165,-178.55431970011185,151.31630363757483,116.34003171619784,0,104,15,4
2473,0.0,0.0,0.0,0.0,0.0,0.0,6.56,7.38,9.043806876412583,1.0963786866592116,-163.55431970011185,147.0892751795497,114.86473865250342,1,104,15,4
2474,0.0,0.0,0.0,0.0,0.0,0.0,5.92,7.11,9.043806876412583,2.0963786866592113,-148.55431970011185,137.8121971914726,111.09223873768475,2,104,15,4
2475,0.0,0.0,0.0,0.0,0.0,0.0,5.55,6.97,9.043806876412583,3.0963786866592113,-133.55431970011185,126.03564165665412,105.4267651107011,3,104,15,4
2476,0.0,0.0,0.0,0.0,0.0,0.0,5.19,6.83,9.043806876412583,4.096378686659212,-118.55431970011182,113.07552218141629,98.35362534852204,4,104,15,4
2477,0.0,0.0,0.0,0.0,0.0,0.09225776811437016,4.83,6.7,9.043806876412583,5.096378686659212,-103.55431970011182,99.51438745826886,90.33948146785075,5,104,15,4
